"GO.ID" "Term" "Annotated" "Significant" "Enrichment" "Fisher.pvalue" "FDR" "genes"
"199" "GO:0050671" "positive regulation of lymphocyte prolif..." 41 7 4.375 "0.00091" 0.0261865882352941 "BCL2, BCL6, HES1, IGFBP2, NCK2, IRS2, VAV3"
"200" "GO:0086001" "cardiac muscle cell action potential" 41 7 4.375 "0.00091" 0.0261865882352941 "CACNA1D, CACNB2, FGF13, KCNN2, RYR2, GPD1L, NEDD4L"
"201" "GO:0035249" "synaptic transmission, glutamatergic" 53 8 3.88349514563107 "0.00093" 0.0264280459770115 "EGFR, GLUL, GRID2, GRIK1, SERPINE2, DGKI, CNIH3, SLC17A8"
"202" "GO:0044344" "cellular response to fibroblast growth f..." 53 8 3.88349514563107 "0.00093" 0.0264280459770115 "CPS1, NR4A1, SFRP1, THBS1, FLRT2, SULF2, SMOC2, SPRY4"
"203" "GO:0034220" "ion transmembrane transport" 557 37 1.70664206642066 "0.00094" 0.0264280459770115 "ACTN2, CACNA1D, CACNA1E, CACNB2, CNGB1, FGF13, GABRA3, GABRG3, GEM, GRID2, GRIK1, KCNN2, KCNQ3, KCNS3, ATP8B1, PRKD1, PTPN3, RGS2, RYR2, SCN3A, SLC6A1, TWIST1, SLC30A1, AKAP6, SLC12A6, GPD1L, NEDD4L, KCNMB4, KCNIP1, AHNAK, SLC24A4, CNIH3, SLC39A12, SLC29A4, SLC17A8, ATP13A5, SLC16A12"
"204" "GO:0050678" "regulation of epithelial cell proliferat..." 170 16 2.41691842900302 "0.00094" 0.0264280459770115 "EGFR, GLUL, NR4A1, HES1, ID1, KDR, NME1, PRKD1, SFRP1, SOX11, THBS1, TWIST1, ALDH1A2, SEMA5A, SULF2, ATOH8"
"205" "GO:0034763" "negative regulation of transmembrane tra..." 66 9 3.50194552529183 "0.00096" 0.0268361142857143 "ACTN2, GEM, ENPP1, RGS2, THBS1, TWIST1, SLC30A1, IRS2, NEDD4L"
"206" "GO:0003018" "vascular process in circulatory system" 123 13 2.71398747390397 "0.00097" 0.0269615909090909 "ABCA2, CPS1, EGFR, LEPR, PDE3A, RGS2, SLC6A1, CLDN5, DDAH1, KCNMB4, DOCK5, SLC29A4, SLC16A12"
"207" "GO:0045785" "positive regulation of cell adhesion" 187 17 2.33516483516484 "0.00098" 0.0270856497175141 "RHOH, BCL6, HES1, IGFBP2, CCN1, KDR, SFRP1, TPM1, NCK2, CD83, VAV3, LEF1, KIF26B, DOCK5, FRMD5, CCDC80, FMN1"
"208" "GO:0001822" "kidney development" 171 16 2.4024024024024 "0.00101" 0.027602905027933 "BCL2, EPHA7, HPGD, HES1, ID3, MME, PBX1, SFRP1, SOX11, ALDH1A2, KIF26B, SULF2, STRA6, GREB1L, FREM2, FMN1"
"209" "GO:0022898" "regulation of transmembrane transporter ..." 139 14 2.58780036968577 "0.00101" 0.027602905027933 "ACTN2, BCL2, CACNA1D, CACNB2, FGF13, GEM, PTPN3, RYR2, TWIST1, AKAP6, GPD1L, NEDD4L, AHNAK, CNIH3"
"210" "GO:0060322" "head development" 501 34 1.74358974358974 "0.00105" 0.0285366666666667 "ABAT, BCL2, EMX2, EPHA7, FGF13, GRID2, HES1, ID1, ID2, MEIS1, MT3, NME1, PBX1, SERPINE2, RGS2, SFRP1, ITSN1, SIX3, CLDN5, ZIC1, BTG2, IRS2, ALDH1A2, SEMA5A, TOX, NES, CLP1, LEF1, CA10, GNB4, STRA6, FAT4, FOXP2, SLC17A8"
"211" "GO:0090066" "regulation of anatomical structure size" 293 23 2.01754385964912 "0.00106" 0.0286492817679558 "ACTN2, ADD2, CPS1, EGFR, ELN, EPHA7, EPS8, FGF13, GSN, MT3, RGS2, SVIL, SEMA3B, NCK2, SEMA5A, NTN1, SLC12A6, VAV3, KCNMB4, PRR16, SHTN1, DOCK5, FMN1"
"212" "GO:0071805" "potassium ion transmembrane transport" 95 11 2.97297297297297 "0.00111" 0.0296727868852459 "ACTN2, CACNA1D, KCNN2, KCNQ3, KCNS3, AKAP6, SLC12A6, NEDD4L, KCNMB4, KCNIP1, SLC24A4"
"213" "GO:2000147" "positive regulation of cell motility" 294 23 2.01048951048951 "0.00111" 0.0296727868852459 "BCL2, CLDN3, EGFR, CCN1, KDR, MYLK, ENPP2, PRKD1, RARRES2, TACR3, THBS1, TWIST1, SEMA3B, PIK3R3, IRS2, SEMA5A, NTN1, LEF1, SHTN1, SMOC2, DOCK5, WNT5B, ATOH8"
"214" "GO:0043549" "regulation of kinase activity" 425 30 1.81378476420798 "0.00112" 0.0297773913043478 "ADARB1, ADCY8, DUSP1, EGFR, EPHA7, ACSL1, FGF13, CCN1, KDR, MT3, MUSK, GADD45B, ROR1, PKIB, PRKD1, PRLR, RGS2, SFRP1, THBS1, TPD52L1, VLDLR, HMGA2, NCK2, PIK3R3, IRS2, VAV3, TAOK3, ZFYVE28, CAB39L, SPRY4"
"215" "GO:0060047" "heart contraction" 110 12 2.80373831775701 "0.00114" 0.0299832258064516 "CACNA1D, CACNB2, FGF13, GSN, KCNN2, RGS2, RYR2, TACR3, TPM1, CELF2, GPD1L, NEDD4L"
"216" "GO:0040013" "negative regulation of locomotion" 173 16 2.37741456166419 "0.00114" 0.0299832258064516 "ADARB1, BCL2, CLDN3, DUSP1, FBLN1, GNRH1, SFRP1, THBS1, CLDN5, TPM1, SEMA3B, SEMA5A, SPOCK3, ADAMTS9, FRMD5, STARD13"
"217" "GO:0060562" "epithelial tube morphogenesis" 190 17 2.2972972972973 "0.00116" 0.0299911557788945 "BCL2, EPHA7, HES1, KDR, PBX1, RYR2, SFRP1, SOX11, TWIST1, NTN1, SOSTDC1, LEF1, KIF26B, GREB1L, STARD13, RSPO2, FMN1"
"218" "GO:0007015" "actin filament organization" 277 22 2.04081632653061 "0.00117" 0.0299911557788945 "ACTN2, ADD2, RHOH, BCL2, ELN, EPS8, FAT1, GSN, ID1, MYO1B, PLS3, SFRP1, SVIL, TPM1, NCK2, GAS7, SEMA5A, ELMO1, SORBS1, SH3KBP1, SHTN1, FMN1"
"219" "GO:0019725" "cellular homeostasis" 465 32 1.76795580110497 "0.00117" 0.0299911557788945 "ABCA2, ADCY8, BCL2, CACNB2, CNGB1, DMXL1, LPAR4, MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, NME1, ENPP1, PRKD1, RYR2, SLC30A1, IRS2, AKAP6, HEPH, SLC12A6, TXNRD2, NEDD4L, CDH23, GPR157, HKDC1, SLC24A4, SLC39A12, ATP13A5"
"220" "GO:0001932" "regulation of protein phosphorylation" 584 38 1.67179938407391 "0.00118" 0.0299911557788945 "ADARB1, ADCY8, BCL2, CLDN3, DUSP1, EGFR, EPHA7, ACSL1, FBLN1, FGF13, HES1, CCN1, KDR, LEPR, MT3, MUSK, GADD45B, PDE8A, ENPP1, ENPP2, PKIB, PRKD1, PRLR, RARRES2, RGS2, SFRP1, THBS1, TPD52L1, TWIST1, VLDLR, HMGA2, NCK2, PIK3R3, GPD1L, TAOK3, ZFYVE28, CAB39L, SPRY4"
"221" "GO:0030036" "actin cytoskeleton organization" 446 31 1.78571428571429 "0.00119" 0.0299911557788945 "ACTN2, ADD2, RHOH, BCL2, BCL6, CLDN3, ELN, EPS8, FAT1, GSN, ID1, MYO1B, PGM5, PLS3, SFRP1, SVIL, TPM1, NCK2, GAS7, PDLIM4, SEMA5A, ELMO1, SORBS1, PALLD, ARHGAP26, SH3KBP1, SHTN1, ABLIM2, FRMD5, STARD13, FMN1"
"222" "GO:0008217" "regulation of blood pressure" 68 9 3.39622641509434 "0.00120" 0.0299911557788945 "ABAT, ID2, MME, RARRES2, TACR3, TPM1, DDAH1, NCALD, NAV2"
"223" "GO:0043271" "negative regulation of ion transport" 68 9 3.39622641509434 "0.00120" 0.0299911557788945 "ABAT, ACTN2, BCL2, GEM, SERPINE2, RGS2, TWIST1, SLC30A1, NEDD4L"
"224" "GO:0002696" "positive regulation of leukocyte activat..." 126 13 2.6530612244898 "0.00121" 0.0299911557788945 "RHOH, BCL2, BCL6, HES1, IGFBP2, THBS1, NCK2, IRS2, CD83, TOX, VAV3, SH3KBP1, LEF1"
"225" "GO:0006775" "fat-soluble vitamin metabolic process" 13 4 7.84313725490196 "0.00122" 0.0299911557788945 "CBR1, RBP1, RPE65, ALDH1A2"
"226" "GO:0030195" "negative regulation of blood coagulation" 13 4 7.84313725490196 "0.00122" 0.0299911557788945 "ABAT, SERPINE2, PROS1, THBS1"
"227" "GO:0045777" "positive regulation of blood pressure" 13 4 7.84313725490196 "0.00122" 0.0299911557788945 "ID2, RARRES2, TACR3, TPM1"
"228" "GO:1900047" "negative regulation of hemostasis" 13 4 7.84313725490196 "0.00122" 0.0299911557788945 "ABAT, SERPINE2, PROS1, THBS1"
"229" "GO:2001028" "positive regulation of endothelial cell ..." 13 4 7.84313725490196 "0.00122" 0.0299911557788945 "KDR, PRKD1, SEMA5A, SMOC2"
"230" "GO:0030308" "negative regulation of cell growth" 111 12 2.77777777777778 "0.00123" 0.0300858 "BCL2, BCL6, EPHA7, FGF13, MT3, ENPP1, SERPINE2, RGS2, SFRP1, SEMA3B, SEMA5A, NTN1"
"231" "GO:0003073" "regulation of systemic arterial blood pr..." 32 6 4.8 "0.00128" 0.0309988118811881 "MME, RARRES2, TPM1, DDAH1, NCALD, NAV2"
"232" "GO:0016101" "diterpenoid metabolic process" 32 6 4.8 "0.00128" 0.0309988118811881 "ABCA4, EGFR, RARRES2, RBP1, RPE65, ALDH1A2"
"233" "GO:0050865" "regulation of cell activation" 226 19 2.15909090909091 "0.00129" 0.0310870935960591 "ABAT, RHOH, BCL2, BCL6, GNRH1, HES1, ID2, IGFBP2, SERPINE2, SFRP1, SOX11, THBS1, NCK2, IRS2, CD83, TOX, VAV3, SH3KBP1, LEF1"
"234" "GO:0007599" "hemostasis" 97 11 2.91005291005291 "0.00132" 0.0311953623188406 "ABAT, CD59, FBLN1, SERPINE2, PROS1, THBS1, TPH1, DGKI, VAV3, PROCR, MMRN1"
"235" "GO:0007606" "sensory perception of chemical stimulus" 22 5 5.81395348837209 "0.00132" 0.0311953623188406 "CNGB1, GNAL, LEF1, NAV2, SLC24A4"
"236" "GO:0009583" "detection of light stimulus" 22 5 5.81395348837209 "0.00132" 0.0311953623188406 "ABCA4, CNGB1, RPE65, ATP8A2, SLC24A4"
"237" "GO:1900046" "regulation of hemostasis" 22 5 5.81395348837209 "0.00132" 0.0311953623188406 "ABAT, SERPINE2, PROS1, THBS1, TPH1"
"238" "GO:0051251" "positive regulation of lymphocyte activa..." 112 12 2.75229357798165 "0.00133" 0.0312805769230769 "RHOH, BCL2, BCL6, HES1, IGFBP2, NCK2, IRS2, CD83, TOX, VAV3, SH3KBP1, LEF1"
"239" "GO:0071774" "response to fibroblast growth factor" 56 8 3.6697247706422 "0.00135" 0.031599043062201 "CPS1, NR4A1, SFRP1, THBS1, FLRT2, SULF2, SMOC2, SPRY4"
"240" "GO:0051249" "regulation of lymphocyte activation" 176 16 2.33576642335766 "0.00136" 0.0316815238095238 "RHOH, BCL2, BCL6, GNRH1, HES1, ID2, IGFBP2, SFRP1, SOX11, NCK2, IRS2, CD83, TOX, VAV3, SH3KBP1, LEF1"
"241" "GO:0042060" "wound healing" 210 18 2.203182374541 "0.00138" 0.0319950710900474 "ABAT, CD59, CLDN3, EGFR, FBLN1, CCN1, KDR, MYLK, SERPINE2, PROS1, THBS1, TPM1, DGKI, VAV3, PROCR, MMRN1, SMOC2, WNT5B"
"242" "GO:0007420" "brain development" 471 32 1.74577195853792 "0.00145" 0.0334594339622641 "ABAT, BCL2, EMX2, EPHA7, FGF13, GRID2, HES1, ID1, ID2, MEIS1, MT3, NME1, PBX1, SERPINE2, RGS2, SFRP1, ITSN1, SIX3, ZIC1, BTG2, IRS2, ALDH1A2, SEMA5A, TOX, NES, CLP1, LEF1, CA10, GNB4, FAT4, FOXP2, SLC17A8"
"243" "GO:0060284" "regulation of cell development" 300 23 1.96917808219178 "0.00146" 0.0335320187793427 "BCL2, BRINP1, EGFR, EPHA7, FBLN1, FGF13, HES1, ID1, ID2, MME, MT3, PDE3A, SERPINE2, PLAG1, SOX11, CLDN5, SEMA3B, SEMA5A, NTN1, SHTN1, DOCK5, SPRY4, PRTG"
"244" "GO:0032870" "cellular response to hormone stimulus" 356 26 1.87590187590188 "0.00147" 0.0336039252336449 "ACTN2, ADCY8, PARP1, CPS1, DUSP1, EGFR, ACSL1, NR3C1, NR4A1, IGFBP2, LEPR, MT3, PDK4, ENPP1, PRLR, RARRES2, RPE65, SFRP1, HMGA2, PIK3R3, IRS2, SORBS1, RAB31, GNG2, LANCL2, BRIP1"
"245" "GO:0060538" "skeletal muscle organ development" 84 10 3.05810397553517 "0.00149" 0.0338849541284404 "ATF3, BCL2, ELN, HLF, NR4A1, SOX11, SVIL, TWIST1, BTG2, STRA6"
"246" "GO:0030834" "regulation of actin filament depolymeriz..." 33 6 4.6875 "0.00151" 0.0338849541284404 "ACTN2, ADD2, EPS8, GSN, SVIL, SEMA5A"
"247" "GO:0072078" "nephron tubule morphogenesis" 33 6 4.6875 "0.00151" 0.0338849541284404 "BCL2, HES1, PBX1, KIF26B, GREB1L, FMN1"
"248" "GO:0032989" "cellular component morphogenesis" 492 33 1.72323759791123 "0.00151" 0.0338849541284404 "ABCA2, ACTN2, ADARB1, RHOH, BCL2, EGFR, EPHA7, FGF13, ID1, ANOS1, LAMA3, MT3, ENPP2, PGM5, TPM1, VLDLR, SEMA3B, PPFIA2, GAS7, KALRN, SEMA5A, NRXN3, NTN1, RIMS2, NES, PALLD, NEDD4L, FLRT2, TAOK3, ATP8A2, SHTN1, CPNE5, UNC5B"
"249" "GO:0040017" "positive regulation of locomotion" 301 23 1.96245733788396 "0.00152" 0.0339536073059361 "BCL2, CLDN3, EGFR, CCN1, KDR, MYLK, ENPP2, PRKD1, RARRES2, TACR3, THBS1, TWIST1, SEMA3B, PIK3R3, IRS2, SEMA5A, NTN1, LEF1, SHTN1, SMOC2, DOCK5, WNT5B, ATOH8"
"250" "GO:0048598" "embryonic morphogenesis" 320 24 1.92616372391653 "0.00156" 0.0346887272727273 "DUSP1, HES1, ID2, CCN1, LAMA3, PBX1, RYR2, SFRP1, SIX3, SOX11, TWIST1, ZIC1, HMGA2, ALDH1A2, NTN1, LEF1, ATP8A2, STRA6, WNT5B, ATOH8, LRIG3, TTC39C, RSPO2, FREM2"
"251" "GO:0050867" "positive regulation of cell activation" 130 13 2.56916996047431 "0.00161" 0.0356385520361991 "RHOH, BCL2, BCL6, HES1, IGFBP2, THBS1, NCK2, IRS2, CD83, TOX, VAV3, SH3KBP1, LEF1"
"252" "GO:0086009" "membrane repolarization" 23 5 5.55555555555556 "0.00164" 0.0361390990990991 "CACNA1D, KCNN2, AKAP6, NEDD4L, SLC24A4"
"254" "GO:0048596" "embryonic camera-type eye morphogenesis" 14 4 7.40740740740741 "0.00166" 0.0364157847533632 "SIX3, SOX11, TWIST1, STRA6"
"255" "GO:0071241" "cellular response to inorganic substance" 131 13 2.54901960784314 "0.00173" 0.037447610619469 "ADCY8, PARP1, EGFR, MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, CPNE5, ADGRV1"
"256" "GO:0032409" "regulation of transporter activity" 147 14 2.44755244755245 "0.00173" 0.037447610619469 "ACTN2, BCL2, CACNA1D, CACNB2, FGF13, GEM, PTPN3, RYR2, TWIST1, AKAP6, GPD1L, NEDD4L, AHNAK, CNIH3"
"257" "GO:0009725" "response to hormone" 496 33 1.70895908855515 "0.00173" 0.037447610619469 "ABCA2, ACTN2, ADCY8, PARP1, BCL2, CPS1, DUSP1, EGFR, ACSL1, GNRH1, NR3C1, NR4A1, IGFBP2, LEPR, MT3, PDK4, ENPP1, PRLR, RARRES2, RPE65, SFRP1, THBS1, TYMS, BTG2, HMGA2, PIK3R3, IRS2, SORBS1, RAB31, GNG2, LANCL2, BRIP1, SLC24A4"
"258" "GO:0072088" "nephron epithelium morphogenesis" 34 6 4.54545454545454 "0.00178" 0.0383601762114537 "BCL2, HES1, PBX1, KIF26B, GREB1L, FMN1"
"259" "GO:0031960" "response to corticosteroid" 72 9 3.21428571428571 "0.00181" 0.0386660262008734 "PARP1, BCL2, CPS1, DUSP1, EGFR, GNRH1, NR3C1, IGFBP2, TYMS"
"260" "GO:0051101" "regulation of DNA binding" 72 9 3.21428571428571 "0.00181" 0.0386660262008734 "PARP1, HES1, ID1, NME1, SOX11, TWIST1, HMGA2, LEF1, WFIKKN2"
"261" "GO:0007169" "transmembrane receptor protein tyrosine ..." 343 25 1.87265917602996 "0.00186" 0.0395613913043478 "EGFR, EPHA7, IGFBP2, KDR, MT3, MUSK, PDK4, ENPP1, PRKD1, PRLR, PTPN3, RARRES2, RPE65, THBS1, NCK2, PIK3R3, IRS2, KALRN, SORBS1, FLRT2, SULF2, ZFYVE28, SMOC2, ARHGEF28, SPRY4"
"262" "GO:0003015" "heart process" 117 12 2.63736263736264 "0.00194" 0.041084329004329 "CACNA1D, CACNB2, FGF13, GSN, KCNN2, RGS2, RYR2, TACR3, TPM1, CELF2, GPD1L, NEDD4L"
"263" "GO:0033574" "response to testosterone" 24 5 5.37634408602151 "0.00200" 0.0419914163090129 "DUSP1, GNRH1, NME1, THBS1, FOXP2"
"264" "GO:0050818" "regulation of coagulation" 24 5 5.37634408602151 "0.00200" 0.0419914163090129 "ABAT, SERPINE2, PROS1, THBS1, PROCR"
"265" "GO:0061333" "renal tubule morphogenesis" 35 6 4.41176470588235 "0.00208" 0.0431404219409283 "BCL2, HES1, PBX1, KIF26B, GREB1L, FMN1"
"266" "GO:0009581" "detection of external stimulus" 47 7 3.82513661202186 "0.00209" 0.0431404219409283 "ABCA4, CNGB1, SERPINE2, RPE65, ATP8A2, ADGRV1, SLC24A4"
"267" "GO:0009582" "detection of abiotic stimulus" 47 7 3.82513661202186 "0.00209" 0.0431404219409283 "ABCA4, CNGB1, SERPINE2, RPE65, ATP8A2, ADGRV1, SLC24A4"
"268" "GO:0070665" "positive regulation of leukocyte prolife..." 47 7 3.82513661202186 "0.00209" 0.0431404219409283 "BCL2, BCL6, HES1, IGFBP2, NCK2, IRS2, VAV3"
"269" "GO:1901890" "positive regulation of cell junction ass..." 60 8 3.41880341880342 "0.00212" 0.0435757983193277 "CLDN3, GRID2, IL1RAP, KDR, SFRP1, CLDN5, FLRT2, FMN1"
"270" "GO:0009584" "detection of visible light" 15 4 6.89655172413793 "0.00219" 0.0442705785123967 "ABCA4, CNGB1, RPE65, ATP8A2"
"271" "GO:0009593" "detection of chemical stimulus" 15 4 6.89655172413793 "0.00219" 0.0442705785123967 "CNGB1, RYR2, KCNMB4, SLC24A4"
"272" "GO:0086010" "membrane depolarization during action po..." 15 4 6.89655172413793 "0.00219" 0.0442705785123967 "CACNA1D, CACNB2, PTPN3, SCN3A"
"273" "GO:0086019" "cell-cell signaling involved in cardiac ..." 15 4 6.89655172413793 "0.00219" 0.0442705785123967 "CACNA1D, CACNB2, KCNN2, RYR2"
"274" "GO:0051049" "regulation of transport" 922 53 1.47673446642519 "0.00227" 0.0456989300411523 "ABAT, ABCA2, ACTN2, ADCY8, BCL2, BICD1, CACNA1D, CACNA1E, CACNB2, CLDN3, EGFR, ACSL1, FGF13, GEM, GLUL, KCNN2, KCNQ3, KCNS3, LEPR, MYLK, ENPP1, ATP8B1, SERPINE2, PRKD1, PTPN3, RGS2, RYR2, SCN3A, SFRP1, ITSN1, SLC6A1, SOX11, THBS1, TWIST1, ZIC1, SLC30A1, PPFIA2, IRS2, AKAP6, RIMS2, SORBS1, RAB31, RAPGEF4, GPD1L, NEDD4L, MYRIP, KCNMB4, MDFIC, KCNIP1, ATP8A2, AHNAK, CNIH3, ABCA13"
"275" "GO:0042592" "homeostatic process" 923 53 1.47509045365989 "0.00232" 0.0463242448979592 "ABAT, ABCA2, ABCA4, ADCY8, PARP1, BCL2, BCL6, CACNB2, CNGB1, CLDN3, CPS1, DMXL1, EGFR, ACSL1, LPAR4, ID1, ID2, KDR, LEPR, MT1E, MT1F, MT1G, MT1H, MT1M, MT1X, MT2A, MT3, NME1, PDK4, ENPP1, PRKD1, PRLR, PTPN3, RBP1, RPE65, RYR2, CLDN5, SLC30A1, IRS2, AKAP6, HEPH, SLC12A6, TXNRD2, GPD1L, NEDD4L, ANGPTL4, CDH23, GPR157, HKDC1, ADGRV1, SLC24A4, SLC39A12, ATP13A5"
"276" "GO:0009611" "response to wounding" 274 21 1.96998123827392 "0.00232" 0.0463242448979592 "ABAT, BCL2, CD59, CLDN3, EGFR, FBLN1, ID3, CCN1, KDR, MYLK, SERPINE2, PROS1, THBS1, TPM1, DGKI, VAV3, PROCR, MMRN1, SULF2, SMOC2, WNT5B"
"277" "GO:0030278" "regulation of ossification" 61 8 3.37552742616034 "0.00236" 0.0465624096385542 "BCL2, CCN1, PBX1, ENPP1, SFRP1, SOX11, TWIST1, ADGRV1"
"278" "GO:0046887" "positive regulation of hormone secretion" 61 8 3.37552742616034 "0.00236" 0.0465624096385542 "ABAT, ADCY8, EGFR, GLUL, ITSN1, SOX11, IRS2, MYRIP"
"279" "GO:0001657" "ureteric bud development" 48 7 3.74331550802139 "0.00237" 0.0465624096385542 "BCL2, HES1, PBX1, SFRP1, KIF26B, GREB1L, FMN1"
"280" "GO:0014031" "mesenchymal cell development" 48 7 3.74331550802139 "0.00237" 0.0465624096385542 "BCL2, HES1, SOX11, TWIST1, SEMA3B, ALDH1A2, SEMA5A"
"281" "GO:0032944" "regulation of mononuclear cell prolifera..." 75 9 3.08219178082192 "0.00241" 0.0469709960159363 "BCL2, BCL6, GNRH1, HES1, IGFBP2, SOX11, NCK2, IRS2, VAV3"
"282" "GO:0050670" "regulation of lymphocyte proliferation" 75 9 3.08219178082192 "0.00241" 0.0469709960159363 "BCL2, BCL6, GNRH1, HES1, IGFBP2, SOX11, NCK2, IRS2, VAV3"
"283" "GO:0006813" "potassium ion transport" 105 11 2.68948655256724 "0.00250" 0.048531746031746 "ACTN2, CACNA1D, KCNN2, KCNQ3, KCNS3, AKAP6, SLC12A6, NEDD4L, KCNMB4, KCNIP1, SLC24A4"
"284" "GO:0008016" "regulation of heart contraction" 90 10 2.85714285714286 "0.00252" 0.0487266403162055 "CACNA1D, CACNB2, FGF13, KCNN2, RGS2, RYR2, TACR3, TPM1, CELF2, GPD1L"
"285" "GO:0098655" "cation transmembrane transport" 449 30 1.7162471395881 "0.00261" 0.050268188976378 "ACTN2, CACNA1D, CACNA1E, CACNB2, CNGB1, FGF13, GEM, KCNN2, KCNQ3, KCNS3, PRKD1, PTPN3, RGS2, RYR2, SCN3A, SLC6A1, TWIST1, SLC30A1, AKAP6, SLC12A6, GPD1L, NEDD4L, KCNMB4, KCNIP1, AHNAK, SLC24A4, CNIH3, SLC39A12, SLC29A4, ATP13A5"
"287" "GO:0001823" "mesonephros development" 49 7 3.66492146596859 "0.00267" 0.0508161240310078 "BCL2, HES1, PBX1, SFRP1, KIF26B, GREB1L, FMN1"
"288" "GO:0072163" "mesonephric epithelium development" 49 7 3.66492146596859 "0.00267" 0.0508161240310078 "BCL2, HES1, PBX1, SFRP1, KIF26B, GREB1L, FMN1"
"289" "GO:0072164" "mesonephric tubule development" 49 7 3.66492146596859 "0.00267" 0.0508161240310078 "BCL2, HES1, PBX1, SFRP1, KIF26B, GREB1L, FMN1"
"290" "GO:0048858" "cell projection morphogenesis" 430 29 1.73237753882915 "0.00268" 0.0508161240310078 "ADARB1, RHOH, BCL2, EGFR, EPHA7, FGF13, ID1, ANOS1, LAMA3, MT3, ENPP2, VLDLR, SEMA3B, PPFIA2, GAS7, KALRN, SEMA5A, NRXN3, NTN1, RIMS2, NES, PALLD, NEDD4L, FLRT2, TAOK3, ATP8A2, SHTN1, CPNE5, UNC5B"
"291" "GO:0030042" "actin filament depolymerization" 37 6 4.16666666666667 "0.00279" 0.0524274716981132 "ACTN2, ADD2, EPS8, GSN, SVIL, SEMA5A"
"292" "GO:0072028" "nephron morphogenesis" 37 6 4.16666666666667 "0.00279" 0.0524274716981132 "BCL2, HES1, PBX1, KIF26B, GREB1L, FMN1"
"294" "GO:0040036" "regulation of fibroblast growth factor r..." 16 4 6.45161290322581 "0.00283" 0.0524274716981132 "THBS1, SULF2, SMOC2, SPRY4"
"295" "GO:0045823" "positive regulation of heart contraction" 16 4 6.45161290322581 "0.00283" 0.0524274716981132 "RGS2, RYR2, TACR3, TPM1"
"296" "GO:1903524" "positive regulation of blood circulation" 16 4 6.45161290322581 "0.00283" 0.0524274716981132 "RGS2, RYR2, TACR3, TPM1"
"297" "GO:0048638" "regulation of developmental growth" 189 16 2.17391304347826 "0.00284" 0.0524274716981132 "BCL2, EPHA7, FGF13, MEIS1, MT3, MUSK, RGS2, SEMA3B, SEMA5A, NTN1, AKAP6, RIMS2, NEDD4L, ATP8A2, SHTN1, CPNE5"
"298" "GO:2000146" "negative regulation of cell motility" 155 14 2.32172470978441 "0.00284" 0.0524274716981132 "ADARB1, BCL2, CLDN3, DUSP1, FBLN1, GNRH1, SFRP1, THBS1, CLDN5, TPM1, SPOCK3, ADAMTS9, FRMD5, STARD13"
"299" "GO:0007519" "skeletal muscle tissue development" 77 9 3 "0.00289" 0.053102750929368 "ATF3, BCL2, ELN, HLF, NR4A1, SOX11, SVIL, TWIST1, BTG2"
"300" "GO:0006911" "phagocytosis, engulfment" 26 5 4.95049504950495 "0.00291" 0.053102750929368 "RHOH, GSN, THBS1, ELMO1, RAB31"
"301" "GO:0061045" "negative regulation of wound healing" 26 5 4.95049504950495 "0.00291" 0.053102750929368 "ABAT, CLDN3, SERPINE2, PROS1, THBS1"
"302" "GO:0002694" "regulation of leukocyte activation" 207 17 2.10918114143921 "0.00292" 0.053102750929368 "RHOH, BCL2, BCL6, GNRH1, HES1, ID2, IGFBP2, SFRP1, SOX11, THBS1, NCK2, IRS2, CD83, TOX, VAV3, SH3KBP1, LEF1"
"303" "GO:0006720" "isoprenoid metabolic process" 50 7 3.58974358974359 "0.00301" 0.0545367407407407 "ABCA4, EGFR, HMGCS2, RARRES2, RBP1, RPE65, ALDH1A2"
"304" "GO:0051960" "regulation of nervous system development" 262 20 1.96078431372549 "0.00307" 0.0551917948717949 "BRINP1, EGFR, EPHA7, FGF13, GRID2, HES1, ID1, ID2, IL1RAP, MME, MT3, SERPINE2, PLAG1, SOX11, SEMA3B, SEMA5A, NTN1, FLRT2, SHTN1, PRTG"
"305" "GO:0010817" "regulation of hormone levels" 208 17 2.09876543209877 "0.00307" 0.0551917948717949 "ABAT, ADCY8, EGFR, GLUL, MME, PCSK6, RBP1, RPE65, SFRP1, ITSN1, SOX11, IRS2, ALDH1A2, RIMS2, RAPGEF4, MYRIP, DKK3"
"306" "GO:0042325" "regulation of phosphorylation" 679 41 1.55126749905411 "0.00308" 0.0551917948717949 "ADARB1, ADCY8, BCL2, CLDN3, DUSP1, EGFR, EPHA7, ACSL1, FBLN1, FGF13, HES1, CCN1, KDR, LEPR, MT3, MUSK, GADD45B, ROR1, PDE8A, ENPP1, ENPP2, PKIB, PRKD1, PRLR, RARRES2, RGS2, SFRP1, THBS1, TPD52L1, TWIST1, VLDLR, HMGA2, NCK2, PIK3R3, IRS2, VAV3, GPD1L, TAOK3, ZFYVE28, CAB39L, SPRY4"
"308" "GO:0031589" "cell-substrate adhesion" 210 17 2.08078335373317 "0.00339" 0.0605251094890511 "ACTN2, BCL2, BCL6, FBLN1, ID1, CCN1, KDR, SFRP1, THBS1, PPFIA2, SORBS1, ATRNL1, ADAMTS9, DOCK5, SPRY4, CCDC80, FMN1"
