"GO.ID" "Term" "Annotated" "Significant" "Enrichment" "Fisher.pvalue" "FDR" "genes"
"451" "GO:0070588" "calcium ion transmembrane transport" 302 19 2.27544910179641 "0.00078" 0.015652962962963 "CACNA1B, CACNB2, GRIN2A, GRIN2B, ITPR2, OPRM1, RYR1, STAC, TRPC3, TRPC5, CACNG2, SLC24A2, CACNG5, CACNA2D3, JPH2, TRPV4, UBASH3B, GRIN3A, NALCN"
"452" "GO:0023061" "signal release" 452 25 2.00160128102482 "0.00084" 0.0168051692307692 "AGTR1, CACNB2, CNR1, GATA3, FOXA2, MEF2C, NEUROD1, OPRM1, SYN2, TAC1, TBX3, TRH, VSNL1, PPFIA2, NRXN1, NMU, RAPGEF4, RIMS1, TRPV4, MCTP1, GRIN3A, SYT6, SLC30A8, RFX6, SYT10"
"453" "GO:0001658" "branching involved in ureteric bud morph..." 56 7 4.51612903225806 "0.00085" 0.0169530674846626 "LHX1, PAX2, SOX9, WT1, SOX8, GREB1L, ADAMTS16"
"454" "GO:1990138" "neuron projection extension" 170 13 2.76595744680851 "0.00090" 0.0178954128440367 "CDH4, FN1, SH3GL2, SLIT1, SLIT3, TRPC5, NRP2, NRP1, LHX2, NTN1, SEMA3C, RIMS1, SEMA3D"
"456" "GO:0007188" "adenylate cyclase-modulating G protein-c..." 215 15 2.52525252525253 "0.00097" 0.0191700303951368 "ADCY2, CHRM2, CHRM3, CNR1, LPAR1, GRIK3, GRM1, GRM3, GRM7, GRM8, OPRM1, PTH2R, SSTR2, TSHR, VIPR2"
"457" "GO:0010632" "regulation of epithelial cell migration" 284 18 2.29299363057325 "0.00097" 0.0191700303951368 "EGF, GATA3, HAS2, LCN2, MEF2C, MMP9, PPARG, RREB1, SOX9, SP1, TAC1, TGFB2, NRP2, NRP1, ADAMTS9, RHOJ, CCBE1, BMPER"
"458" "GO:1901654" "response to ketone" 193 14 2.62664165103189 "0.00098" 0.0193089696969697 "ADCY2, AHR, AR, FOS, TNC, NTRK3, SLIT3, SOX10, TFAP4, TGFB2, TRH, FOSL1, FOXP2, FBXO32"
"459" "GO:0030324" "lung development" 172 13 2.73684210526316 "0.00101" 0.0198399395770393 "EPAS1, TNC, PDGFRA, SOX9, SP3, ALDH1A2, ZFPM2, HHIP, HOPX, MYOCD, DNAAF1, CCBE1, RSPO2"
"460" "GO:0031032" "actomyosin structure organization" 194 14 2.61194029850746 "0.00103" 0.0200510778443114 "ACTA1, ACTC1, ACTN2, ECT2, LPAR1, KRT19, PDGFRA, TAC1, TNNT2, NRP1, DLC1, TMEFF2, ANLN, PHACTR1"
"461" "GO:0021756" "striatum development" 17 4 8.51063829787234 "0.00103" 0.0200510778443114 "ALDH1A3, RARB, BCL11B, FOXP2"
"462" "GO:2000696" "regulation of epithelial cell differenti..." 17 4 8.51063829787234 "0.00103" 0.0200510778443114 "GATA3, LHX1, MMP9, PAX2"
"463" "GO:0071695" "anatomical structure maturation" 217 15 2.5 "0.00107" 0.0207057738095238 "EDNRB, EPAS1, GATA3, PAX2, PDE3A, PPARG, RYR1, SOX10, CNTN2, TGFB2, ALDH1A2, KIF14, SOX8, FEV, NTN4"
"464" "GO:0050770" "regulation of axonogenesis" 152 12 2.85714285714286 "0.00107" 0.0207057738095238 "CDH4, EPHA7, FN1, POU3F2, CNTN2, TRPC5, NRP1, NTN1, SEMA3C, FSTL4, CHODL, SEMA3D"
"465" "GO:0048704" "embryonic skeletal system morphogenesis" 93 9 3.50194552529183 "0.00108" 0.0207756213017751 "HOXB3, HOXB9, HOXD3, LHX1, PDGFRA, TFAP2A, SATB2, DSCAML1, GSC"
"466" "GO:0021602" "cranial nerve morphogenesis" 29 5 6.25 "0.00108" 0.0207756213017751 "HOXB3, PAX2, TFAP2A, NRP2, NRP1"
"467" "GO:0001709" "cell fate determination" 43 6 5.04201680672269 "0.00111" 0.0211648680351906 "FOXG1, GATA3, MEF2C, PAX2, DSCAML1, EBF2"
"468" "GO:0048066" "developmental pigmentation" 43 6 5.04201680672269 "0.00111" 0.0211648680351906 "EDNRB, KIT, MEF2C, KITLG, SOX10, ADAMTS20"
"469" "GO:0060443" "mammary gland morphogenesis" 43 6 5.04201680672269 "0.00111" 0.0211648680351906 "AR, ELF3, ESR1, TBX3, NTN1, CSMD1"
"470" "GO:0051402" "neuron apoptotic process" 241 16 2.4024024024024 "0.00113" 0.021483216374269 "DLX1, EPHA7, GABRB2, GATA3, GRID2, LCN2, MEF2C, PITX3, SCN2A, CCL2, TFAP2A, TGFB2, TRPC5, NRP1, KIF14, NDNF"
"471" "GO:0035282" "segmentation" 94 9 3.46153846153846 "0.00116" 0.0219892711370262 "LHX1, ROR2, TBX3, WT1, NRP2, NRP1, ALDH1A2, TBX18, SEMA3C"
"472" "GO:0007626" "locomotory behavior" 175 13 2.68595041322314 "0.00118" 0.0222387246376812 "ALDH1A3, CALB1, ELAVL4, GAD1, GLRA1, GRM1, FOXA2, MEIS1, PENK, PITX3, RELN, CNTN2, PAK5, NEGR1"
"473" "GO:0010721" "negative regulation of cell development" 175 13 2.68595041322314 "0.00118" 0.0222387246376812 "DLX1, EDNRB, EPHA7, NTRK3, PITX3, SOX10, TRPC5, NRP1, LHX2, NTN1, SEMA3C, FSTL4, SEMA3D"
"475" "GO:0033002" "muscle cell proliferation" 243 16 2.38095238095238 "0.00123" 0.0231016618911175 "RUNX1, CDH13, HPGD, MEF2C, MEIS1, MAP3K5, MMP9, PPARG, TGFB2, VIPR2, NR4A3, ADAMTS1, ZFPM2, PDGFD, MEGF10, MYOCD"
"476" "GO:0030855" "epithelial cell differentiation" 624 31 1.79710144927536 "0.00124" 0.0231016618911175 "AR, PRDM1, DLX5, DLX6, ELF3, ESR1, FOSL2, NR5A2, GATA3, ONECUT1, LHX1, MEF2C, MMP9, NEUROD1, SERPINE1, PAX2, PITX2, PITX3, PPARG, RARB, SOX9, TBX3, CLDN5, WT1, NRP1, SOX8, BCL11B, WNT5B, APOLD1, E2F7, RFX6"
"477" "GO:0030323" "respiratory tube development" 176 13 2.6694045174538 "0.00124" 0.0231016618911175 "EPAS1, TNC, PDGFRA, SOX9, SP3, ALDH1A2, ZFPM2, HHIP, HOPX, MYOCD, DNAAF1, CCBE1, RSPO2"
"478" "GO:0030879" "mammary gland development" 134 11 2.97297297297297 "0.00124" 0.0231016618911175 "AR, EGF, ELF3, ESR1, GATA3, HOXB9, RREB1, SOX9, TBX3, NTN1, CSMD1"
"479" "GO:0021700" "developmental maturation" 267 17 2.30352303523035 "0.00127" 0.023525754985755 "EDNRB, EPAS1, GATA3, PAX2, PDE3A, PPARG, RELN, RYR1, SOX10, CNTN2, TGFB2, ALDH1A2, NRXN1, KIF14, SOX8, FEV, NTN4"
"480" "GO:0060603" "mammary gland duct morphogenesis" 30 5 6.02409638554217 "0.00127" 0.023525754985755 "AR, ESR1, TBX3, NTN1, CSMD1"
"482" "GO:0090257" "regulation of muscle system process" 244 16 2.37388724035608 "0.00129" 0.0237432584269663 "CHRM2, CHRM3, KCNMA1, KIT, SSTR2, TNNI1, TNNI2, TNNT2, TRPC3, NR4A3, NMU, CTNNA3, TRPV4, MLIP, MYOCD, FBXO32"
"483" "GO:0042693" "muscle cell fate commitment" 18 4 8 "0.00130" 0.0237432584269663 "MEF2C, TBX3, WT1, TBX18"
"484" "GO:0072079" "nephron tubule formation" 18 4 8 "0.00130" 0.0237432584269663 "GATA3, PAX2, SOX9, SOX8"
"485" "GO:0072234" "metanephric nephron tubule development" 18 4 8 "0.00130" 0.0237432584269663 "CALB1, PAX2, SOX9, SOX8"
"486" "GO:0090190" "positive regulation of branching involve..." 18 4 8 "0.00130" 0.0237432584269663 "LHX1, PAX2, SOX9, SOX8"
"488" "GO:0009952" "anterior/posterior pattern specification" 199 14 2.54545454545455 "0.00131" 0.0238588795518207 "FOXA2, HOXB3, HOXB9, HOXD3, LHX1, NEUROD1, ROR2, OTX2, TBX3, WT1, ALDH1A2, TBX18, SEMA3C, HES6"
"489" "GO:0046903" "secretion" 907 41 1.63542082169924 "0.00137" 0.0248819553072626 "AGTR1, ANK1, CACNB2, CHRM3, CNR1, EDNRB, EGF, GATA3, GRM7, FOXA2, KIT, MEF2C, NEUROD1, OPRM1, PTGDS, RAB27B, SGK1, SYN2, TAC1, TBX3, TGFB2, TRH, VSNL1, NR4A3, PRSS12, PPFIA2, MYOM1, NRXN1, CORIN, NMU, RAPGEF4, PLA2R1, RIMS1, TRPV4, MCTP1, RAB3C, GRIN3A, SYT6, SLC30A8, RFX6, SYT10"
"490" "GO:0022602" "ovulation cycle process" 45 6 4.83870967741935 "0.00141" 0.0253956232686981 "BMPR1B, ESR1, PDGFRA, SLIT3, TGFB2, ADAMTS1"
"491" "GO:0035272" "exocrine system development" 45 6 4.83870967741935 "0.00141" 0.0253956232686981 "SOX9, SOX10, TGFB2, NRP1, SEMA3C, NTN4"
"492" "GO:0085029" "extracellular matrix assembly" 45 6 4.83870967741935 "0.00141" 0.0253956232686981 "COL1A2, HAS2, SOX9, NTNG1, NTN4, THSD4"
"493" "GO:0048511" "rhythmic process" 294 18 2.2140221402214 "0.00144" 0.0257930578512397 "AHR, BMPR1B, ESR1, HAS2, HTR7, JUND, OPRM1, PDGFRA, PPARG, PTGDS, SLIT3, SP1, TGFB2, TOP2A, SOX14, ADAMTS1, NMU, ARNTL2"
"494" "GO:0008016" "regulation of heart contraction" 201 14 2.51798561151079 "0.00144" 0.0257930578512397 "CACNB2, CHRM2, DES, EPAS1, KCNJ3, TAC1, TGFB2, TNNT2, TBX18, CORIN, NMU, CTNNA3, HOPX, FOXN4"
"495" "GO:0007167" "enzyme linked receptor protein signaling..." 940 42 1.61662817551963 "0.00150" 0.026793956043956 "AR, BMPR1B, CDH13, COL1A1, COL1A2, COL4A2, DLX1, DLX5, EGF, EPHA3, EPHA7, FGF3, FOS, GATA3, GFRA1, ONECUT1, HPGD, KIT, MMP9, NTRK3, ROR2, OTX2, PDGFRA, PPARG, SOX9, TGFB2, CLDN5, NR4A3, NRP2, NRP1, GPRC5A, FSTL4, PID1, HHIP, PDGFD, UBASH3B, MYOCD, WFIKKN2, CCBE1, BMPER, VWC2, VWC2L"
"496" "GO:0051046" "regulation of secretion" 605 30 1.79425837320574 "0.00153" 0.0272549589041096 "AGTR1, CACNB2, CNR1, EDNRB, EGF, GRM7, FOXA2, MEF2C, NEUROD1, OPRM1, RAB27B, SGK1, TAC1, TGFB2, TRH, VSNL1, PPFIA2, MYOM1, CORIN, NMU, RAPGEF4, PLA2R1, RIMS1, MCTP1, RAB3C, GRIN3A, SYT6, SLC30A8, RFX6, SYT10"
"497" "GO:0032835" "glomerulus development" 62 7 4.09356725146199 "0.00156" 0.0276379291553133 "LHX1, MEF2C, PAX2, PDGFRA, WT1, PDGFD, KIRREL3"
"498" "GO:0046530" "photoreceptor cell differentiation" 62 7 4.09356725146199 "0.00156" 0.0276379291553133 "PRDM1, DLX1, SOX9, SOX8, CDHR1, OLFM3, HCN1"
"499" "GO:0060538" "skeletal muscle organ development" 159 12 2.72727272727273 "0.00158" 0.0279161956521739 "ACTA1, FOS, MEF2C, RYR1, TLL2, WT1, MYOM1, MYLPF, SOX8, HIVEP3, MEGF10, MYOCD"
"500" "GO:0006491" "N-glycan processing" 19 4 7.54716981132075 "0.00161" 0.0282162264150943 "MAN1A1, ST8SIA1, ST8SIA4, ST8SIA6"
"501" "GO:0007350" "blastoderm segmentation" 19 4 7.54716981132075 "0.00161" 0.0282162264150943 "TBX3, WT1, NRP2, NRP1"
"502" "GO:0031290" "retinal ganglion cell axon guidance" 19 4 7.54716981132075 "0.00161" 0.0282162264150943 "BMPR1B, EPHA7, SLIT1, NRP1"
"503" "GO:0050679" "positive regulation of epithelial cell p..." 204 14 2.4822695035461 "0.00166" 0.0290143010752688 "AGTR1, AR, CDH13, DLX5, DLX6, EGF, HAS2, PAX2, RREB1, SOX9, SP1, NR4A3, NRP2, NRP1"
"504" "GO:0003006" "developmental process involved in reprod..." 946 42 1.60611854684512 "0.00169" 0.0294594638069705 "APOB, AR, PRDM1, BMPR1B, CNR1, EPAS1, ESR1, ETV5, GATA3, TNC, JUNB, KIT, KRT19, LHX1, KITLG, ROR2, PDE3A, PDGFRA, PPARG, SLIT3, SOX9, SP3, SSTR2, TAF4B, TBX3, TGFB2, WT1, FOSL1, EOMES, ADAMTS1, ADAM29, ZFPM2, SOX8, CELF4, LHX9, CSMD1, GREB1L, RSPO3, MYOCD, DACH2, E2F7, CFAP157, LHX8"
"505" "GO:0001704" "formation of primary germ layer" 119 10 3.03951367781155 "0.00172" 0.0299022459893048 "COL4A2, COL12A1, FN1, LAMA3, LHX1, MMP9, PAX2, SOX2, HMGA2, EOMES"
"506" "GO:0021543" "pallium development" 161 12 2.69662921348315 "0.00175" 0.0303426666666667 "DLX1, FOXG1, NEUROD1, POU3F2, RELN, LHX2, KIF14, TBR1, KIRREL3, FOXP2, PHACTR1, CCDC141"
"507" "GO:0001892" "embryonic placenta development" 81 8 3.57142857142857 "0.00177" 0.0305266312997347 "PRDM1, EPAS1, JUNB, KRT19, SP3, EOMES, RSPO3, E2F7"
"508" "GO:0048638" "regulation of developmental growth" 324 19 2.12053571428571 "0.00177" 0.0305266312997347 "AR, RUNX1, CDH4, EPHA7, FN1, MEF2C, MEIS1, POU3F2, TLL2, TRPC5, WT1, NRP1, NTN1, SEMA3C, RIMS1, FSTL4, ZFPM2, HOPX, SEMA3D"
"509" "GO:0035850" "epithelial cell differentiation involved..." 47 6 4.61538461538461 "0.00178" 0.0306178835978836 "GATA3, LHX1, MEF2C, MMP9, PAX2, WT1"
"510" "GO:0003170" "heart valve development" 64 7 3.95480225988701 "0.00188" 0.0321677894736842 "PRDM1, GATA3, MEF2C, SLIT3, SOX9, TGFB2, ADAMTS9"
"511" "GO:0035418" "protein localization to synapse" 64 7 3.95480225988701 "0.00188" 0.0321677894736842 "ASIC2, GRIN2A, RELN, RAB27B, NRXN1, CACNG2, GRIP2"
"512" "GO:0045445" "myoblast differentiation" 82 8 3.52422907488987 "0.00191" 0.0325953280839895 "EPAS1, MEF2C, SOX9, TBX3, SOX8, MEGF10, MYOCD, PRICKLE1"
"513" "GO:0003279" "cardiac septum development" 101 9 3.2258064516129 "0.00193" 0.0328486458333333 "PRDM1, GATA3, SLIT3, TBX3, TGFB2, NRP2, NRP1, SEMA3C, ZFPM2"
"514" "GO:0019932" "second-messenger-mediated signaling" 302 18 2.15568862275449 "0.00194" 0.0328486458333333 "ADCY2, AGTR1, AHR, CDH13, CHRM3, EDNRB, NR5A2, GRIN2A, GRIN2B, ITPR2, KCNC2, NEUROD1, PDE3A, SOX9, RAPGEF4, PDE11A, NDNF, MCTP1"
"515" "GO:0006937" "regulation of muscle contraction" 163 12 2.66075388026608 "0.00194" 0.0328486458333333 "CHRM2, CHRM3, KCNMA1, KIT, SSTR2, TNNI1, TNNI2, TNNT2, NMU, CTNNA3, TRPV4, MYOCD"
"516" "GO:0003215" "cardiac right ventricle morphogenesis" 20 4 7.27272727272727 "0.00196" 0.0330101538461538 "GATA3, TGFB2, SEMA3C, ZFPM2"
"517" "GO:0030261" "chromosome condensation" 33 5 5.49450549450549 "0.00198" 0.0330101538461538 "TOP2A, HMGA2, SMC4, NCAPG2, NCAPG"
"518" "GO:0048048" "embryonic eye morphogenesis" 33 5 5.49450549450549 "0.00198" 0.0330101538461538 "ALDH1A3, PAX2, RARB, SP3, TFAP2A"
"519" "GO:0051930" "regulation of sensory perception of pain" 33 5 5.49450549450549 "0.00198" 0.0330101538461538 "EDNRB, GRM1, OPRM1, NMU, MGLL"
"520" "GO:0061351" "neural precursor cell proliferation" 142 11 2.79898218829517 "0.00198" 0.0330101538461538 "EGF, FOXG1, LHX1, PITX3, POU3F2, RARB, SOX10, TEAD3, LHX2, KIF14, HHIP"
"521" "GO:0051932" "synaptic transmission, GABAergic" 48 6 4.51127819548872 "0.00198" 0.0330101538461538 "CNR1, GABRA2, GABRA6, GABRB2, PLCL1, TAC1"
"522" "GO:0043523" "regulation of neuron apoptotic process" 208 14 2.43478260869565 "0.00199" 0.0330920204603581 "DLX1, EPHA7, GABRB2, GATA3, GRID2, LCN2, MEF2C, PITX3, CCL2, TFAP2A, TGFB2, NRP1, KIF14, NDNF"
"523" "GO:0070997" "neuron death" 353 20 2.04918032786885 "0.00203" 0.0336710714285714 "DLX1, EPHA7, FOS, GABRB2, GATA3, GRID2, GRIN2B, LCN2, MEF2C, MAP3K5, PITX3, SCN2A, CCL2, TFAP2A, TGFB2, TRPC5, NR4A3, NRP1, KIF14, NDNF"
"525" "GO:0006875" "cellular metal ion homeostasis" 564 28 1.79602309172547 "0.00213" 0.0352398473282443 "AGTR1, C7, CACNB2, CALB1, CNR1, LPAR1, EDNRB, ESR1, GRIN2A, GRIN2B, GRM1, ITPR2, KCNMA1, LCN2, PDGFRA, RYR1, SLC1A3, TAC1, TRPC3, TRPC5, SCGN, NMU, SLC24A2, JPH2, TRPV4, UBASH3B, SLC30A8, ATP13A5"
"526" "GO:0009725" "response to hormone" 843 38 1.63090128755365 "0.00215" 0.0354804568527919 "ACTA1, ACTN2, AGTR1, APOB, AR, COL1A1, EDNRB, ESR1, FOS, NR5A2, GATA3, TNC, JUND, KIT, KRT19, MEF2C, NTRK3, SERPINB9, PPARG, RARB, SLIT3, SOX10, SP1, SST, SSTR2, STAT4, TAC1, TFAP4, TGFB2, TRH, TSHR, WT1, NR4A3, FOSL1, HMGA2, PID1, TRPV4, FBXO32"
"527" "GO:0021562" "vestibulocochlear nerve development" 10 3 10.7142857142857 "0.00218" 0.0355247117794486 "PAX2, NRP2, NRP1"
"528" "GO:0060736" "prostate gland growth" 10 3 10.7142857142857 "0.00218" 0.0355247117794486 "AR, ESR1, SOX9"
"529" "GO:0060923" "cardiac muscle cell fate commitment" 10 3 10.7142857142857 "0.00218" 0.0355247117794486 "TBX3, WT1, TBX18"
"530" "GO:1905941" "positive regulation of gonad development" 10 3 10.7142857142857 "0.00218" 0.0355247117794486 "SOX9, WT1, ZFPM2"
"531" "GO:2000018" "regulation of male gonad development" 10 3 10.7142857142857 "0.00218" 0.0355247117794486 "SOX9, WT1, ZFPM2"
"532" "GO:0030155" "regulation of cell adhesion" 731 34 1.68233547748639 "0.00220" 0.035761 "RUNX1, CDH1, CDH13, COL1A1, EPHA3, EPHA7, FN1, GATA3, HAS2, FOXA2, ONECUT1, TNC, LAMA3, LAMA4, SERPINE1, RREB1, CCL2, SOX2, SOX9, TGFB2, NR4A3, NRP1, SOX13, KIF14, EDIL3, DLC1, FUT9, TRPV4, NDNF, MEGF10, UBASH3B, ADAMTS18, FMN1, VWC2"
"533" "GO:0071396" "cellular response to lipid" 566 28 1.78913738019169 "0.00224" 0.0363203990024938 "ADCY2, AHR, AR, COL1A1, EDNRB, EPHA3, ESR1, CXCL2, TNC, IRF3, LCN2, MEF2C, NTRK3, SERPINE1, PAX2, PENK, CCL2, SOX9, SOX10, SSTR2, TFAP4, NR4A3, HMGA2, ALDH1A2, PID1, BRINP2, WNT5B, FBXO32"
"534" "GO:0060411" "cardiac septum morphogenesis" 66 7 3.84615384615385 "0.00225" 0.0363535467980296 "SLIT3, TBX3, TGFB2, NRP2, NRP1, SEMA3C, ZFPM2"
"535" "GO:0007616" "long-term memory" 34 5 5.31914893617021 "0.00227" 0.0363535467980296 "CALB1, CAMK4, RELN, SGK1, TAC1"
"536" "GO:0014072" "response to isoquinoline alkaloid" 34 5 5.31914893617021 "0.00227" 0.0363535467980296 "CNR1, OPRM1, PENK, PITX3, TAC1"
"537" "GO:0043278" "response to morphine" 34 5 5.31914893617021 "0.00227" 0.0363535467980296 "CNR1, OPRM1, PENK, PITX3, TAC1"
"538" "GO:0051931" "regulation of sensory perception" 34 5 5.31914893617021 "0.00227" 0.0363535467980296 "EDNRB, GRM1, OPRM1, NMU, MGLL"
"539" "GO:0014074" "response to purine-containing compound" 145 11 2.7431421446384 "0.00234" 0.0373825061425061 "AHR, COL1A1, FOS, ITPR2, PDE3A, PENK, RYR1, TRPC3, WT1, FOSL1, HCN1"
"540" "GO:0050803" "regulation of synapse structure or activ..." 212 14 2.38907849829352 "0.00237" 0.0374022815533981 "ASIC2, EPHA7, GRID2, GRIN2B, MEF2C, NTRK3, RELN, SLIT1, PPFIA2, NRP2, NRXN1, NTN1, SLC17A6, SLC17A8"
"541" "GO:0035813" "regulation of renal sodium excretion" 21 4 6.89655172413793 "0.00237" 0.0374022815533981 "AGTR1, EDNRB, TAC1, CORIN"
"542" "GO:0072170" "metanephric tubule development" 21 4 6.89655172413793 "0.00237" 0.0374022815533981 "CALB1, PAX2, SOX9, SOX8"
"543" "GO:0072243" "metanephric nephron epithelium developme..." 21 4 6.89655172413793 "0.00237" 0.0374022815533981 "CALB1, PAX2, SOX9, SOX8"
"544" "GO:0090189" "regulation of branching involved in uret..." 21 4 6.89655172413793 "0.00237" 0.0374022815533981 "LHX1, PAX2, SOX9, SOX8"
"545" "GO:0006874" "cellular calcium ion homeostasis" 436 23 1.90871369294606 "0.00245" 0.0382930288461538 "AGTR1, CACNB2, CALB1, CNR1, LPAR1, EDNRB, ESR1, GRIN2A, GRIN2B, GRM1, ITPR2, PDGFRA, RYR1, TAC1, TRPC3, TRPC5, SCGN, NMU, SLC24A2, JPH2, TRPV4, UBASH3B, ATP13A5"
"546" "GO:0045661" "regulation of myoblast differentiation" 50 6 4.34782608695652 "0.00245" 0.0382930288461538 "MEF2C, SOX9, TBX3, SOX8, MYOCD, PRICKLE1"
"547" "GO:0045665" "negative regulation of neuron differenti..." 67 7 3.78378378378378 "0.00245" 0.0382930288461538 "DLX1, FOXG1, MEIS1, SOX2, SOX9, CNTN2, SOX8"
"548" "GO:0061180" "mammary gland epithelium development" 67 7 3.78378378378378 "0.00245" 0.0382930288461538 "AR, ESR1, GATA3, RREB1, TBX3, NTN1, CSMD1"
"549" "GO:0048565" "digestive tract development" 125 10 2.89017341040462 "0.00247" 0.0385130455635492 "PRDM1, EDNRB, KIT, PDGFRA, RARB, SOX10, TGFB2, ALDH1A2, MYOCD, DNAAF1"
"551" "GO:0007565" "female pregnancy" 191 13 2.46212121212121 "0.00258" 0.0400956666666667 "AR, PRDM1, CNR1, ESR1, FOS, HPGD, JUNB, MMP9, SP3, TEAD3, FOSL1, CORIN, CSMD1"
"552" "GO:0031076" "embryonic camera-type eye development" 35 5 5.15463917525773 "0.00259" 0.0400956666666667 "ALDH1A3, PAX2, SP3, TFAP2A, ALDH1A2"
